id,Org Code,Town,School Year End Date (MM/DD):,Function,Org Type,Mass District Type:,District Title I Status:,Zip,Organization Description:,Educator Preparation Program Provider (EPPP):,State,District Operating Status:,NCES ID:,School Year Start Date (MM/DD):,Fax:,Phone:,Web Site:,Phone,Address 1,Mailing Address:,Address 2,Org Name,Grade,Fax,Email:,Contact Name,SES Provider:,RTTT Grant Program:,Inter-District School Choice:,METCO Program:,Chapter 74 Approved Programs:,Ed Prep: Mission/Vision Statement:,Ed Prep: Admission Requirements - Post-Baccalaureate:,Ed Prep: Description of Partnerships:,Ed Prep: Admission Requirements - Baccalaureate:
274,39010000,Greenfield,,Superintendent,Public School District,Commonwealth Virtual,Non-Title I District,01301,,$ Not Defined,MA,Operating,,,413-772-1379,413-772-1311,http://gcvs.org/,413-772-1311,141 Davis Street,"141 Davis StreetGreenfield, MA, 01301",,Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District,"K,01,02,03,04,05,06,07,08,09,10,11,12",413-772-1379,cartil1@gpsk12.org,Carl Tillona,$ Not Defined,$ Not Defined,$ Not Defined,Does Not Accept METCO Students,,,,,
275,04690000,Boston,06/26,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02215,MATCH Charter Public High School,Yes,MA,Operating,2500066,9/1,617-232-2838,617-232-0300,http://www.matcheducation.org,617-232-0300,1001 Commonwealth Avenue,"1001 Commonwealth AvenueBoston, MA, 02215",,MATCH Charter Public School (District),"06,07,08,09,10,11,12",617-232-2838,mike.larsson@matchschool.org,Michael Larsson,$ Not Defined,Yes,,,,The mission of the Match Teacher Residency is to create unusually effective rookie teachers for schools that serve low-income students.,"1. Record of strong academic achievement and relevant content knowledge, as demonstrated through a college transcript review and writing sample.

2. On-line application with short answer essay questions. 

3. Phone interview.

4. In-person interview and teaching sample.",MTR partners with the Newton Teacher Residency to share best practices around teacher-coaching as well as coursework that integrates theory with the practical experiences of a residency-based preparation model.,N/A
276,04650000,Jamaica Plain,06/21,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02130,,$ Not Defined,MA,Operating,2500531,,617-983-0332,617-983-0300,http://www.matcheducation.org,617-983-0300,86 Wachusett Street,"86 Wachusett StreetJamaica Plain, MA, 02130",,MATCH Community Day Charter Public School (District),"PK,K,01,02,03,04",617-983-0332,dmorello@matchschool.org,Michael Larsson,$ Not Defined,No,,,,,,,
277,01730000,Mattapoisett,06/21,Superintendent,Public School District,Local School,Title I District,02739,,$ Not Defined,MA,Operating,2507470,9/1,508-758-2802,508-758-2772,http://www.oldrochester.org,508-758-2772,135 Marion Rd,"135 Marion RdMattapoisett, MA, 02739",,Mattapoisett,"PK,K,01,02,03,04,05,06",508-758-2802,dwhite@orr.mec.edu,Douglas White,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
278,01740000,Maynard,06/21,Superintendent,Public School District,Local School,Title I District,01754,,$ Not Defined,MA,Operating,2507500,9/1,978-897-4610,978-897-2222,http://www.maynardschools.org,978-897-2222,12 Bancroft Street,"12 Bancroft StreetMaynard, MA, 01754",,Maynard,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-897-4610,rgerardi@maynard.k12.ma.us,Robert Gerardi,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
279,01750000,Medfield,06/27,Superintendent,Public School District,Local School,Title I District,02052,,$ Not Defined,MA,Operating,2507530,9/1,508-359-9829,508-359-2302,http://www.medfield.net,508-359-2302,459 Main St,"459 Main St3rd FlMedfield, MA, 02052",3rd Fl,Medfield,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-359-9829,jmarsden@medfield.mec.edu,Jeffrey Marsden,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
280,01760000,Medford,06/28,Superintendent,Public School District,Local School,Title I District,02155,,No,MA,Operating,2507560,9/1,781-393-2322,781-393-2442,http://www.medford.k12.ma.us,781-393-2442,489 Winthrop Street,"489 Winthrop StreetMedford, MA, 02155",,Medford,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-393-2322,rbelson@medford.k12.ma.us,Roy Belson,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Carpentry (460201)Construction Craft Laborer (469999)Cosmetology (120401)Culinary Arts (120500)Early Education and Care (131210)Electricity (460302)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Heating - Ventilation  - Air Conditioning -  Refrigeration (470201),,,,
281,01770000,Medway,06/25,Superintendent,Public School District,Local School,Title I District,02053,,$ Not Defined,MA,Operating,2507590,9/1,508-533-3226,508-533-3222,http://www.medwayschools.org,508-533-3222,45 Holliston Street,"45 Holliston StreetMedway, MA, 02053",,Medway,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-533-3226,jevans@medway.k12.ma.us,Judith Evans,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
282,01780000,Melrose,06/20,Superintendent,Public School District,Local School,Title I District,02176,,$ Not Defined,MA,Operating,2507620,9/1,781-979-2285,781-662-2000,http://www.melroseschools.com,781-662-2000,360 Lynn Fells Pkwy,"360 Lynn Fells PkwyMelrose, MA, 02176",,Melrose,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-979-2285,ctaymore@melrose.mec.edu,Cyndy Taymore,$ Not Defined,Yes,Offers Choice,Accepts METCO Students,,,,,
283,01790000,Mendon,6/15,Superintendent,Public School District,Local School,Non-Title I District,01756,,,MA,Non Operating,2507650,9/1,508-634-1582,508-634-1585,,508-634-1585,"150 North Ave, POB 5","150 North Ave, POB 5Mendon, MA, 01756",,Mendon (non-op),NA,508-634-1582,pdaigle@mu-regional.k12.ma.us,Joseph Maruszczak,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
284,07100000,Mendon,06/24,Superintendent,Public School District,Regional Academic,Title I District,01756,,$ Not Defined,MA,Operating,2507680,9/1,508-634-1582,508-634-1585,http://www.mursd.org,508-634-1585,150 North Ave,"150 North AveMendon, MA, 01756",,Mendon-Upton,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-634-1582,jmaruszczak@mursd.org,Joseph Maruszczak,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
285,01800000,West Newbury,6/15,Superintendent,Public School District,Local School,Non-Title I District,01985,,,MA,Non Operating,2507710,9/1,978-363-1165,978-363-2280,,978-363-2280,22 Main Street,"22 Main StreetWest Newbury, MA, 01985 1897",,Merrimac (non-op),NA,978-363-1165,plivingston@prsd.org,Jeffrey Mulqueen,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
286,01810000,Methuen,06/26,Superintendent,Public School District,Local School,Title I District,01844,Administration Building,$ Not Defined,MA,Operating,2507740,9/1,978-722-6002,978-722-6001,http://www.methuen.k12.ma.us,978-722-6001,90 Hampshire St,"90 Hampshire StMethuen, MA, 01844",,Methuen,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-722-6002,jhscannell@methuen.k12.ma.us,Judith Scannell,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,Early Education and Care (131210)Marketing (190203)Programming & Web Development (110201),,,,
287,01820000,Middleborough,06/27,Superintendent,Public School District,Local School,Title I District,02346,,$ Not Defined,MA,Operating,2507770,9/1,508-946-2004,508-946-2000,http://www.middleboro.k12.ma.us,508-946-2000,30 Forest Street,"30 Forest StreetMiddleborough, MA, 02346",,Middleborough,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-946-2004,rweiss@middleboro.k12.ma.us,Roseli Weiss,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
288,01830000,Huntington,6/15,Superintendent,Public School District,Local School,Non-Title I District,01050,,,MA,Non Operating,2507800,9/1,413-667-8739,413-685-1011,,413-685-1011,12 Littleville Road,"12 Littleville RoadHuntington, MA, 01050",,Middlefield (non-op),NA,413-667-8739,dhopson@grsd.org,David Hopson,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
289,01840000,Boxford,06/25,Superintendent,Public School District,Local School,Title I District,01921,,$ Not Defined,MA,Operating,2507830,9/1,978-887-8042,978-887-0771,http://www.tritownschoolunion.com,978-887-0771,28 Middleton Road,"28 Middleton RoadBoxford, MA, 01921",,Middleton,"PK,K,01,02,03,04,05,06",978-887-8042,bcreeden@tritownschoolunion.com,Bernard Creeden,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
290,01850000,Milford,06/25,Superintendent,Public School District,Local School,Title I District,01757,,$ Not Defined,MA,Operating,2507860,9/1,508-478-1459,508-478-1101,http://www.milfordpublicschools.com,508-478-1101,31 West Fountain Street,"31 West Fountain StreetMilford, MA, 01757 4098",,Milford,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-478-1459,rtremblay@milfordma.com,Robert Tremblay,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
291,01860000,Millbury,06/25,Superintendent,Public School District,Local School,Title I District,01527,,$ Not Defined,MA,Operating,2507890,9/1,508-865-0888,508-865-9501,http://www.millburyschools.org,508-865-9501,12 Martin Street,"12 Martin StreetMillbury, MA, 01527",,Millbury,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-865-0888,shitchcock@millburyschools.org,Susan Hitchcock,Yes,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
292,01870000,Millis,06/21,Superintendent,Public School District,Local School,Title I District,02054,"""Small School...... Big Family""",$ Not Defined,MA,Operating,2507920,9/1,508-376-7020,508-376-7000,http://www.millisps.org,508-376-7000,245 Plain Street,"245 Plain StreetCentral OfficeMillis, MA, 02054",Central Office,Millis,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-376-7020,ngustafson@millisps.org,Nancy Gustafson,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
293,01880000,Blackstone,6/15,Superintendent,Public School District,Local School,Non-Title I District,01504,,,MA,Non Operating,2507950,9/1,508-883-9892,508-883-4400,,508-883-4400,175 Lincoln Street,"175 Lincoln StreetBlackstone, MA, 01504",,Millville (non-op),NA,508-883-9892,ecampbell@bmrsd.net,Perry Davis,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
294,01890000,Milton,06/24,Superintendent,Public School District,Local School,Title I District,02186,"The Milton Public Schools serves approximately 3,900 students in four elementary schools, one middle school and one high school. In addition Milton offers a developmental preschool, before and after school programs and summer school programs. All six of the district?s buildings have been rebuilt or updated to state-of-the-art facilities.",$ Not Defined,MA,Operating,2507980,9/1,617-696-5099,617-696-4808,http://www.miltonps.org,617-696-4808,25 Gile Road,"25 Gile RoadMilton, MA, 02186",,Milton,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",617-696-5099,mgormley@miltonps.org,Mary Gormley,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
295,08300000,Lexington,06/19,Superintendent,Public School District,Regional Vocational Tech,Title I District,02421,Minuteman is a regional high school providing technical and career programs for students from the sixteen town districts.,$ Not Defined,MA,Operating,2507985,,781-863-1747,781-861-6500,http://www.minuteman.org,781-861-6500,758 Marrett Rd,"758 Marrett RdLexington, MA, 02421 7313",,Minuteman Regional Vocational Technical,"09,10,11,12",781-863-1747,ebouquillon@minuteman.org,Edward Bouquillon,$ Not Defined,Yes,$ Not Defined,Does Not Accept METCO Students,Automotive Technology (470604)Biotechnology (150401)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Design & Visual Communications (500401)Drafting (151301)Early Education and Care (131210)Electricity (460302)Engineering Technology (150000)Environmental Science & Technology (150507)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Heating - Ventilation  - Air Conditioning -  Refrigeration (470201)Horticulture (010601)Hospitality Management (520901)Marketing (190203)Metal Fabrication & Joining Technologies (480599)Plumbing (460503)Programming & Web Development (110201)Robotics and Automation Technology (150403)Telecommunications - Fiber Optics (150305),,,,
296,07170000,Shelburne Falls,06/20,Superintendent,Public School District,Regional Academic,Title I District,01370,,$ Not Defined,MA,Operating,2507990,9/1,413-625-0196,413-625-0192,http://www.mohawkschools.org,413-625-0192,24 Ashfield Rd,"24 Ashfield RdShelburne Falls, MA, 01370",,Mohawk Trail,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",413-625-0196,mb@mohawkschools.org,Michael Buoniconti,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
297,07120000,Chatham,06/25,Superintendent,Public School District,Regional Academic,Title I District,02633,,$ Not Defined,MA,Operating,2500544,09/01,508-945-5133,508-945-5130,http://www.monomoy.edu,508-945-5130,425 Crowell Rd,"425 Crowell RdChatham, MA, 02633",,Monomoy Regional School District,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-945-5133,scarpenter@monomoy.edu,Scott Carpenter,$ Not Defined,Yes,$ Not Defined,Does Not Accept METCO Students,,,,,
298,01900000,North Adams,6/15,Superintendent,Public School District,Local School,Non-Title I District,01247,,,MA,Non Operating,2508010,9/1,413-664-9942,413-664-9292,,413-664-9292,98 Church Street,"98 Church StreetNorth Adams, MA, 01247",,Monroe (non-op),NA,413-664-9942,jaybarry@adelphia.net,Jon Lev,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
299,01910000,Monson,06/21,Superintendent,Public School District,Local School,Title I District,01057,,$ Not Defined,MA,Operating,2508040,9/1,413-267-9168,413-267-4150,http://www.monsonschools.com,413-267-4150,P O Box 159,"P O Box 159Monson, MA, 01057 0159",,Monson,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",413-267-9168,ClarkeC@monsonschools.com,Cheryl Clarke,No,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
300,08320000,Fitchburg,06/25,Superintendent,Public School District,Regional Vocational Tech,Title I District,01420,,$ Not Defined,MA,Operating,2508050,9/1,978-345-9165,978-345-9200,http://www.montytech.net,978-345-9200,1050 Westminster Street,"1050 Westminster StreetFitchburg, MA, 01420 4696",,Montachusett Regional Vocational Technical,"09,10,11,12",978-345-9165,superintendent@montytech.net,Steven Sharek,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Building/Property Maintenance (460401)Business Technology (520407)Cabinetmaking (480703)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Dental Assisting (510601)Drafting (151301)Early Education and Care (131210)Electricity (460302)Engineering Technology (150000)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Machine Tool Technology (480501)Masonry & Tile Setting (460101)Metal Fabrication & Joining Technologies (480599)Plumbing (460503)Programming & Web Development (110201),,,,
301,01920000,Turners Falls,6/15,Superintendent,Public School District,Local School,Non-Title I District,01376,,,MA,Non Operating,2508070,9/1,413-863-4560,413-863-9324,,413-863-9324,35 Crocker Avenue,"35 Crocker AvenueTurners Falls, MA, 01376",,Montague (non-op),NA,413-863-4560,sgee@gmrsd.k14.mass.edu,Michael Sullivan,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
302,01930000,Sheffield,6/15,Superintendent,Public School District,Local School,Non-Title I District,01257,,,MA,Non Operating,2508080,9/1,413-229-2913,413-229-8778,http://sbrsd.org,413-229-8778,PO Box 339,"PO Box 339Sheffield, MA, 01257",,Monterey (non-op),NA,413-229-2913,msingleton@tek2000.net,David Hastings,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
303,01940000,Huntington,6/15,Superintendent,Public School District,Local School,Non-Title I District,01050,,,MA,Non Operating,2508090,9/1,413-667-8739,413-685-1011,,413-685-1011,12 Littleville Road,"12 Littleville RoadHuntington, MA, 01050",,Montgomery (non-op),NA,413-667-8739,dhopson@grsd.org,David Hopson,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
304,07150000,Williamstown,06/14,Superintendent,Public School District,Regional Academic,Title I District,01267,,$ Not Defined,MA,Operating,2508160,9/1,413-458-2856,413-458-9582,http://www.mgrhs.org,413-458-9582,1781 Cold Spring Rd,"1781 Cold Spring RdWilliamstown, MA, 01267 2770",,Mount Greylock,"07,08,09,10,11,12",413-458-2856,rellis@mgrhs.org,Rose Ellis,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
305,01950000,Mt Washington,6/15,Superintendent,Public School District,Local School,Non-Title I District,01258,,,MA,Non Operating,2508190,9/1,--,413-528-2839,,413-528-2839,118 East Street,"118 East StreetMt Washington, MA, 01258",,Mount Washington (non-op),NA,--,,Leslieann Furcht,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
306,04700000,Malden,06/27,Charter School Leader,Charter District,Independent Public including Charters,Non-Title I District,02148,,$ Not Defined,MA,Operating,2500055,9/1,781-321-5688,781-388-0222,http://www.mvrcs.com,781-388-0222,770 Salem Street,"770 Salem StreetMalden, MA, 02148",,Mystic Valley Regional Charter (District),"K,01,02,03,04,05,06,07,08,09,10,11,12",781-321-5688,mtrice@mvrcs.org,Martin Trice,$ Not Defined,No,,,,,,,
307,01960000,Nahant,06/19,Superintendent,Public School District,Local School,Title I District,01908,,$ Not Defined,MA,Operating,2508220,9/1,781-581-0440,781-581-1600,http://www.johnsonschool.org,781-581-1600,290 Castle Road,"290 Castle RoadNahant, MA, 01908",,Nahant,"PK,K,01,02,03,04,05,06",781-581-0440,pdevaux@johnsonschool.org,Philip Devaux,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
308,01970000,Nantucket,06/19,Superintendent,Public School District,Local School,Title I District,02554,,$ Not Defined,MA,Operating,2508250,9/1,508-325-5318,508-228-7285,http://www.npsk.org,508-228-7285,10 Surfside Road,"10 Surfside RoadNantucket, MA, 02554",,Nantucket,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-325-5318,superintendent@nps.k12.ma.us,William Cozort,Yes,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
309,07200000,Baldwinville,6/20,Superintendent,Public School District,Regional Academic,Title I District,01436,,$ Not Defined,MA,Operating,2508280,9/1,978-939-5179,978-939-5661,http://www.nrsd.org,978-939-5661,462 Baldwinville Road,"462 Baldwinville RoadBaldwinville, MA, 01436",,Narragansett,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-939-5179,rmiller@nrsd.org,Ruth Miller,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
310,07250000,Bolton,06/19,Superintendent,Public School District,Regional Academic,Title I District,01740,,$ Not Defined,MA,Operating,2508310,9/1,978-779-5537,978-779-0539,http://www.nrsd.net,978-779-0539,50 Mechanic Street,"50 Mechanic StreetBolton, MA, 01740",,Nashoba,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-779-5537,mwood@nrsd.net,Michael Wood,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
311,08520000,Westford,06/26,Superintendent,Public School District,Regional Vocational Tech,Title I District,01886,,$ Not Defined,MA,Operating,2508320,9/1,978-392-0570,978-692-4711,http://www.nashobatech.net,978-692-4711,100 Littleton Road,"100 Littleton RoadWestford, MA, 01886",,Nashoba Valley Regional Vocational Technical,"09,10,11,12",978-392-0570,jklimkiewicz@nashoba.tec.ma.us,Judith Klimkiewicz,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Dental Assisting (510601)Design & Visual Communications (500401)Early Education and Care (131210)Electricity (460302)Electronics (150303)Engineering Technology (150000)Exploratory (990100)Health Assisting (510000)Hospitality Management (520901)Machine Tool Technology (480501)Marketing (190203)Plumbing (460503)Programming & Web Development (110201)Radio & Television Broadcasting (090701),,,,
312,01980000,Natick,06/26,Superintendent,Public School District,Local School,Title I District,01760,,$ Not Defined,MA,Operating,2508340,9/1,508-647-6506,508-647-6500,http://www.natickps.org,508-647-6500,13 East Central Street,"13 East Central StreetNatick, MA, 01760",,Natick,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-647-6506,psanchioni@natickps.org,Peter Sanchioni,$ Not Defined,Yes,Offers Choice,Accepts METCO Students,,,,,
313,06600000,Orleans,06/25,Superintendent,Public School District,Regional Academic,Title I District,02653,"The Nauset Regional School District services students from the towns of Brewster, Eastham, Orleans and Wellfleet for grades 6 through 12.  Each town has their own elementary schools for students through grade 5.  The Nauset Middle School (grades 6-8) is located in Orleans and the High School (grades 9-12) is located in North Eastham.",$ Not Defined,MA,Operating,2504560,9/1,508-240-2351,508-255-8800,http://nausetschools.org,508-255-8800,78 Eldredge Pkwy,"78 Eldredge PkwyOrleans, MA, 02653",,Nauset,"06,07,08,09,10,11,12",508-240-2351,hoffmannr@nausetschools.org,Richard Hoffmann,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
314,01990000,Needham,06/26,Superintendent,Public School District,Local School,Title I District,02492,,$ Not Defined,MA,Operating,2508370,9/1,781-455-0417,781-455-0400,http://www.needham.k12.ma.us,781-455-0400,1330 Highland Avenue,"1330 Highland AvenueNeedham, MA, 02492",,Needham,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-455-0417,dan_gutekanst@needham.k12.ma.us,Daniel Gutekanst,$ Not Defined,No,Does Not Offer Choice,Accepts METCO Students,,,,,
315,04440000,Dorchester,06/19,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02122,,$ Not Defined,MA,Operating,2500029,9/1,617-825-1829,617-825-0703,http://www.thenhcs.org,617-825-0703,21 Queen Street,"21 Queen StreetDorchester, MA, 02122",,Neighborhood House Charter (District),"PK,K,01,02,03,04,05,06,07,08",617-825-1829,kscott@thenhcs.org,Kate Scott,$ Not Defined,Yes,,,,,,,
316,02000000,RICHMOND,6/15,Superintendent,Public School District,Local School,Non-Title I District,01254,,,MA,Non Operating,2508400,9/1,413-698-4003,413-698-4001,http://www.richmondconsolidated.org,413-698-4001,1831 STATE ROAD,"1831 STATE ROADRICHMOND, MA, 01254",,New Ashford (non-op),NA,413-698-4003,bripa@richmondconsolidated.org,Barbara Ripa,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
317,02010000,New Bedford,06/26,Superintendent,Public School District,Local School,Title I District,02740,"We are committed to developing a community of learners who are academically proficient, demonstrate strong character and exhibit self confidence. As whalers' oil provided light to the world, so shall New Bedford students shine with academic excellence.",$ Not Defined,MA,Operating,2508430,9/1,508-997-0298,508-997-4511,http://www.newbedfordschools.org,508-997-4511,455 County Street,"455 County StreetC/O Paul Rodrigues Administration Bldg.New Bedford, MA, 02740 5194",C/O Paul Rodrigues Administration Bldg.,New Bedford,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-997-0298,pdurkin@newbedfordschools.org,Pia Durkin,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
318,02020000,New Braintree,6/15,Superintendent,Public School District,Local School,Non-Title I District,01531,,,MA,Non Operating,2500009,9/1,--,978-355-4668,,978-355-4668,15 Memorial Drive,"15 Memorial DriveNew Braintree, MA, 01531",,New Braintree (non-op),NA,--,qrsd@qrsd.org,Maureen Marshall,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
319,02050000,Sheffield,6/15,Superintendent,Public School District,Local School,Non-Title I District,01257,,,MA,Non Operating,2508490,9/1,413-229-2913,413-229-8778,http://sbrsd.org,413-229-8778,PO Box 339,"PO Box 339Sheffield, MA, 01257",,New Marlborough (non-op),NA,413-229-2913,msingleton@tek2000.net,David Hastings,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
320,02060000,Erving,6/15,Superintendent,Public School District,Local School,Non-Title I District,01344,,,MA,Non Operating,2508520,9/1,413-423-3236,413-423-3337,,413-423-3337,18 Pleasant Street,"18 Pleasant StreetErving, MA, 01344",,New Salem (non-op),NA,413-423-3236,u28supt@erving.com,Robert Mahler,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
321,07280000,Erving,06/20,Superintendent,Public School District,Regional Academic,Title I District,01344,,$ Not Defined,MA,Operating,2508530,9/1,413-423-3236,413-423-3337,http://www.union28.org,413-423-3337,18 Pleasant Street,"18 Pleasant StreetErving, MA, 01344",,New Salem-Wendell,"PK,K,01,02,03,04,05,06",413-423-3236,mahler@erving.com,Robert Mahler,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
322,02030000,Byfield,6/15,Superintendent,Public School District,Local School,Non-Title I District,01922,,,MA,Non Operating,2508550,9/1,978-465-8599,978-465-2397,http://www.trsd.net,978-465-2397,112 Elm Street,"112 Elm StreetByfield, MA, 01922",,Newbury (non-op),NA,978-465-8599,cfarmer@trsd.net,Christopher Farmer,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
323,02040000,Newburyport,06/25,Superintendent,Public School District,Local School,Title I District,01950,,$ Not Defined,MA,Operating,2508580,9/1,978-462-3495,978-465-4457,http://www.newburyport.k12.ma.us,978-465-4457,70 Low Street,"70 Low StreetNewburyport, MA, 01950",,Newburyport,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-462-3495,sviccaro@newburyport.k12.ma.us,Susan Viccaro,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
324,02070000,Newtonville,06/26,Superintendent,Public School District,Local School,Title I District,02460,,Yes,MA,Operating,2508610,9/1,617-559-6101,617-559-6100,http://www.newton.k12.ma.us,617-559-6100,100 Walnut Street,"100 Walnut StreetNewtonville, MA, 02460",,Newton,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",617-559-6101,David_Fleishman@newton.k12.ma.us,David Fleishman,$ Not Defined,Yes,Does Not Offer Choice,Accepts METCO Students,Automotive Technology (470604)Carpentry (460201)Culinary Arts (120500)Drafting (151301)Early Education and Care (131210)Exploratory (990100)Graphic Communications (100301),,,,
325,02080000,Norfolk,06/21,Superintendent,Public School District,Local School,Title I District,02056,Pre-K to Grade 6,$ Not Defined,MA,Operating,2508640,9/1,508-528-3739,508-528-1225,http://www.norfolk.k12.ma.us,508-528-1225,70 Boardman Street,"70 Boardman StreetNorfolk, MA, 02056 0700",,Norfolk,"PK,K,01,02,03,04,05,06",508-528-3739,allardi@norfolk.k12.ma.us,Ingrid Allardi,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
326,09150000,Walpole,06/27,Superintendent,Public School District,County Agricultural,Title I District,02081,,$ Not Defined,MA,Operating,2508650,9/1,508-668-0612,508-668-0268,http://www.norfolkaggie.org,508-668-0268,400 Main Street,"400 Main StreetWalpole, MA, 02081",,Norfolk County Agricultural,"09,10,11,12",508-668-0612,sgreen@norfolkaggie.org,Suzanne Green,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,Agricultural Mechanics (010201)Animal Science (010599)Exploratory (990100)Horticulture (010601),,,,
327,02090000,North Adams,06/20,Superintendent,Public School District,Local School,Title I District,01247,,$ Not Defined,MA,Operating,2508670,9/1,413-662-3212,413-662-3225,http://www.napsk12.org,413-662-3225,191 East Main Street,"191 East Main StreetSte 1North Adams, MA, 01247",Ste 1,North Adams,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",413-662-3212,jmontepare@napsk12.org,James Montepare,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
328,02110000,North Andover,06/28,Superintendent,Public School District,Local School,Title I District,01845,"K-12 public school district comprised of five elementary schools, one middle school and one high school.",$ Not Defined,MA,Operating,2508700,9/1,978-794-0231,978-794-1503,http://www.northandoverpublicschools.com,978-794-1503,1600 Osgood Street,"1600 Osgood StreetSuite 3-59North Andover, MA, 01845",Suite 3-59,North Andover,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-794-0231,hutchinsonk@northandover.k12.ma.us,Kevin Hutchinson,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
